---------------------------------------------
1 ROUGE-2 Eval D1017.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-2 Eval D1018.1 R:0.03509 P:0.03704 F:0.03604
1 ROUGE-2 Eval D1019.1 R:0.03571 P:0.03448 F:0.03508
1 ROUGE-2 Eval D1020.1 R:0.01754 P:0.01887 F:0.01818
1 ROUGE-2 Eval D1021.1 R:0.10000 P:0.10000 F:0.10000
1 ROUGE-2 Eval D1022.1 R:0.07843 P:0.06452 F:0.07080
1 ROUGE-2 Eval D1023.1 R:0.01562 P:0.01639 F:0.01600
1 ROUGE-2 Eval D1024.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-2 Eval D1025.1 R:0.01818 P:0.02083 F:0.01941
1 ROUGE-2 Eval D1026.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-2 Eval D1027.1 R:0.07463 P:0.09259 F:0.08265
1 ROUGE-2 Eval D1028.1 R:0.15686 P:0.15385 F:0.15534
1 ROUGE-2 Eval D1029.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-2 Eval D1030.1 R:0.01724 P:0.01818 F:0.01770
1 ROUGE-2 Eval D1031.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-2 Eval D1032.1 R:0.01429 P:0.01887 F:0.01626
1 ROUGE-2 Eval D1033.1 R:0.01754 P:0.01515 F:0.01626
1 ROUGE-2 Eval D1034.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-2 Eval D1035.1 R:0.03226 P:0.04545 F:0.03774
1 ROUGE-2 Eval D1036.1 R:0.03125 P:0.03846 F:0.03448
1 ROUGE-2 Eval D1037.1 R:0.02326 P:0.01639 F:0.01923
1 ROUGE-2 Eval D1038.1 R:0.08955 P:0.11538 F:0.10084
1 ROUGE-2 Eval D1039.1 R:0.03125 P:0.04082 F:0.03540
1 ROUGE-2 Eval D1040.1 R:0.18966 P:0.17188 F:0.18033
1 ROUGE-2 Eval D1041.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-2 Eval D1042.1 R:0.10204 P:0.09804 F:0.10000
1 ROUGE-2 Eval D1043.1 R:0.05172 P:0.05556 F:0.05357
1 ROUGE-2 Eval D1044.1 R:0.08929 P:0.09615 F:0.09259
1 ROUGE-2 Eval D1045.1 R:0.08772 P:0.08621 F:0.08696
1 ROUGE-2 Eval D1046.1 R:0.08772 P:0.09259 F:0.09009
---------------------------------------------
1 ROUGE-3 Average_R: 0.01503 (95%-conf.int. 0.00837 - 0.02311)
1 ROUGE-3 Average_P: 0.01670 (95%-conf.int. 0.00951 - 0.02564)
1 ROUGE-3 Average_F: 0.01569 (95%-conf.int. 0.00898 - 0.02398)
.............................................
1 ROUGE-3 Eval D1001.1 R:0.01724 P:0.02083 F:0.01887
1 ROUGE-3 Eval D1002.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1003.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1004.1 R:0.01923 P:0.01724 F:0.01818
1 ROUGE-3 Eval D1005.1 R:0.08333 P:0.12195 F:0.09901
1 ROUGE-3 Eval D1006.1 R:0.01370 P:0.01961 F:0.01613
1 ROUGE-3 Eval D1007.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1008.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1009.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1010.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1011.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1012.1 R:0.01562 P:0.02273 F:0.01852
1 ROUGE-3 Eval D1013.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1014.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1015.1 R:0.04000 P:0.05172 F:0.04511
1 ROUGE-3 Eval D1016.1 R:0.03636 P:0.04444 F:0.04000
1 ROUGE-3 Eval D1017.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1018.1 R:0.01786 P:0.01887 F:0.01835
1 ROUGE-3 Eval D1019.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1020.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1021.1 R:0.06122 P:0.06122 F:0.06122
1 ROUGE-3 Eval D1022.1 R:0.04000 P:0.03279 F:0.03604
1 ROUGE-3 Eval D1023.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1024.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1025.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1026.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1027.1 R:0.01515 P:0.01887 F:0.01681
1 ROUGE-3 Eval D1028.1 R:0.06000 P:0.05882 F:0.05940
1 ROUGE-3 Eval D1029.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1030.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1031.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1032.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1033.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1034.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1035.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1036.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1037.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1038.1 R:0.03030 P:0.03922 F:0.03419
1 ROUGE-3 Eval D1039.1 R:0.01587 P:0.02083 F:0.01801
1 ROUGE-3 Eval D1040.1 R:0.12281 P:0.11111 F:0.11667
1 ROUGE-3 Eval D1041.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1042.1 R:0.02083 P:0.02000 F:0.02041
1 ROUGE-3 Eval D1043.1 R:0.03509 P:0.03774 F:0.03637
1 ROUGE-3 Eval D1044.1 R:0.03636 P:0.03922 F:0.03774
1 ROUGE-3 Eval D1045.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-3 Eval D1046.1 R:0.01786 P:0.01887 F:0.01835
---------------------------------------------
1 ROUGE-4 Average_R: 0.00558 (95%-conf.int. 0.00194 - 0.01011)
1 ROUGE-4 Average_P: 0.00585 (95%-conf.int. 0.00208 - 0.01036)
1 ROUGE-4 Average_F: 0.00567 (95%-conf.int. 0.00204 - 0.01014)
.............................................
1 ROUGE-4 Eval D1001.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1002.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1003.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1004.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1005.1 R:0.03390 P:0.05000 F:0.04041
1 ROUGE-4 Eval D1006.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1007.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1008.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1009.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1010.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1011.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1012.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1013.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1014.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1015.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1016.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1017.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1018.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1019.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1020.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1021.1 R:0.04167 P:0.04167 F:0.04167
1 ROUGE-4 Eval D1022.1 R:0.02041 P:0.01667 F:0.01835
1 ROUGE-4 Eval D1023.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1024.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1025.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1026.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1027.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1028.1 R:0.04082 P:0.04000 F:0.04041
1 ROUGE-4 Eval D1029.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1030.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1031.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1032.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1033.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1034.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1035.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1036.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1037.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1038.1 R:0.01538 P:0.02000 F:0.01739
1 ROUGE-4 Eval D1039.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1040.1 R:0.07143 P:0.06452 F:0.06780
1 ROUGE-4 Eval D1041.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1042.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1043.1 R:0.01786 P:0.01923 F:0.01852
1 ROUGE-4 Eval D1044.1 R:0.01852 P:0.02000 F:0.01923
1 ROUGE-4 Eval D1045.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1046.1 R:0.00000 P:0.00000 F:0.00000
